,page,country,rev_id,prediction,FIPS,Type,TimeFrame,Data (M),Population,_merge
16628,"Frederick Pethick-Lawrence, 1st Baron Pethick-Lawrence",United Kingdom,788154962.0,C,GB,Country,2019.0,67.16,67160000.0,both
16629,Mark Wolfson,United Kingdom,788155019.0,Stub,GB,Country,2019.0,67.16,67160000.0,both
16630,"Sir Alfred Beit, 2nd Baronet",United Kingdom,788155033.0,C,GB,Country,2019.0,67.16,67160000.0,both
16631,Philip Clarke (politician),United Kingdom,788155147.0,Start,GB,Country,2019.0,67.16,67160000.0,both
16632,Isidore Salmon,United Kingdom,788155259.0,Start,GB,Country,2019.0,67.16,67160000.0,both
16633,Marion Phillips,United Kingdom,788155441.0,Start,GB,Country,2019.0,67.16,67160000.0,both
16634,David Ensor (politician),United Kingdom,788155560.0,Start,GB,Country,2019.0,67.16,67160000.0,both
16635,"Leslie Lever, Baron Lever",United Kingdom,788155610.0,Start,GB,Country,2019.0,67.16,67160000.0,both
16636,Arthur Lever,United Kingdom,788155737.0,Start,GB,Country,2019.0,67.16,67160000.0,both
16637,"Ivor Richard, Baron Richard",United Kingdom,788155766.0,C,GB,Country,2019.0,67.16,67160000.0,both
16638,"John Diamond, Baron Diamond",United Kingdom,788155862.0,Start,GB,Country,2019.0,67.16,67160000.0,both
16639,"Robert Sheldon, Baron Sheldon",United Kingdom,788155943.0,Start,GB,Country,2019.0,67.16,67160000.0,both
16640,James de Rothschild (politician),United Kingdom,788156117.0,Start,GB,Country,2019.0,67.16,67160000.0,both
16641,Ernest Spero,United Kingdom,788156211.0,Start,GB,Country,2019.0,67.16,67160000.0,both
16642,Herschel Austin,United Kingdom,788156307.0,Start,GB,Country,2019.0,67.16,67160000.0,both
16643,Richard Barnett (politician),United Kingdom,788156343.0,C,GB,Country,2019.0,67.16,67160000.0,both
16644,Maurice Edelman,United Kingdom,788156538.0,Start,GB,Country,2019.0,67.16,67160000.0,both
16645,Alan Grahame Brown,United Kingdom,788156584.0,Start,GB,Country,2019.0,67.16,67160000.0,both
16646,Jocelyn Cadbury,United Kingdom,788156691.0,Start,GB,Country,2019.0,67.16,67160000.0,both
16647,Maurice Alexander,United Kingdom,788156730.0,C,GB,Country,2019.0,67.16,67160000.0,both
16648,Robert Bourne (politician),United Kingdom,788156794.0,Start,GB,Country,2019.0,67.16,67160000.0,both
16649,Toby Jessel,United Kingdom,788156817.0,Start,GB,Country,2019.0,67.16,67160000.0,both
16650,Charles Peat,United Kingdom,788156834.0,Start,GB,Country,2019.0,67.16,67160000.0,both
16651,"Arthur Stuart, 7th Earl Castle Stewart",United Kingdom,788156892.0,Start,GB,Country,2019.0,67.16,67160000.0,both
16652,Michael Fidler,United Kingdom,788160507.0,Stub,GB,Country,2019.0,67.16,67160000.0,both
16653,Peter Smithers,United Kingdom,788160531.0,Start,GB,Country,2019.0,67.16,67160000.0,both
16654,"Samuel Segal, Baron Segal",United Kingdom,788160559.0,Start,GB,Country,2019.0,67.16,67160000.0,both
16655,Jack d'Avigdor-Goldsmid,United Kingdom,788167041.0,B,GB,Country,2019.0,67.16,67160000.0,both
16656,Henry d'Avigdor-Goldsmid,United Kingdom,788167047.0,Start,GB,Country,2019.0,67.16,67160000.0,both
16657,Mick Bates (politician),United Kingdom,788168313.0,Start,GB,Country,2019.0,67.16,67160000.0,both
16658,"Henry Parnell, 1st Baron Congleton",United Kingdom,788200810.0,B,GB,Country,2019.0,67.16,67160000.0,both
16659,Church Estates Commissioners,United Kingdom,788201186.0,Start,GB,Country,2019.0,67.16,67160000.0,both
16660,Kulveer Ranger,United Kingdom,788222247.0,Stub,GB,Country,2019.0,67.16,67160000.0,both
16661,Henry Young (deputy governor),United Kingdom,788235487.0,Stub,GB,Country,2019.0,67.16,67160000.0,both
16662,A. R. B. Shuttleworth,United Kingdom,788246404.0,Stub,GB,Country,2019.0,67.16,67160000.0,both
16663,"Charles Sackville-West, 6th Earl De La Warr",United Kingdom,788286026.0,Start,GB,Country,2019.0,67.16,67160000.0,both
16664,"William Sackville, 10th Earl De La Warr",United Kingdom,788286101.0,C,GB,Country,2019.0,67.16,67160000.0,both
16665,Lee Stack,United Kingdom,788331972.0,Start,GB,Country,2019.0,67.16,67160000.0,both
16666,"William Grenfell, 1st Baron Desborough",United Kingdom,788664534.0,C,GB,Country,2019.0,67.16,67160000.0,both
16667,"William Cope, 1st Baron Cope",United Kingdom,788693769.0,C,GB,Country,2019.0,67.16,67160000.0,both
16668,Thomas Sydney Beckwith,United Kingdom,788717885.0,C,GB,Country,2019.0,67.16,67160000.0,both
16669,"Anthony Ashley-Cooper, 8th Earl of Shaftesbury",United Kingdom,788760145.0,Start,GB,Country,2019.0,67.16,67160000.0,both
16670,Samantha Heath,United Kingdom,788788816.0,Start,GB,Country,2019.0,67.16,67160000.0,both
16671,Victor Anderson (Green politician),United Kingdom,788789978.0,Stub,GB,Country,2019.0,67.16,67160000.0,both
16672,Sally Gimson,United Kingdom,788859589.0,Stub,GB,Country,2019.0,67.16,67160000.0,both
16673,Jennie Eirian Davies,United Kingdom,788973927.0,Start,GB,Country,2019.0,67.16,67160000.0,both
16674,William Rees-Davies (Conservative politician),United Kingdom,789085671.0,Start,GB,Country,2019.0,67.16,67160000.0,both
16675,"Kate Rock, Baroness Rock",United Kingdom,789112111.0,Stub,GB,Country,2019.0,67.16,67160000.0,both
16676,James FitzGerald (New Zealand politician),United Kingdom,789253456.0,GA,GB,Country,2019.0,67.16,67160000.0,both
16677,Judith Blake,United Kingdom,789267837.0,Start,GB,Country,2019.0,67.16,67160000.0,both
16678,"Henry Dundas, 1st Viscount Melville",United Kingdom,789650814.0,C,GB,Country,2019.0,67.16,67160000.0,both
16679,"Sampson Eardley, 1st Baron Eardley",United Kingdom,789651816.0,Start,GB,Country,2019.0,67.16,67160000.0,both
16680,Manasseh Masseh Lopes,United Kingdom,789666985.0,C,GB,Country,2019.0,67.16,67160000.0,both
16681,"Roger Nathan, 2nd Baron Nathan",United Kingdom,789675799.0,Start,GB,Country,2019.0,67.16,67160000.0,both
16682,Ralph Lopes,United Kingdom,789771252.0,Start,GB,Country,2019.0,67.16,67160000.0,both
16683,"Sir Thomas McMahon, 2nd Baronet",United Kingdom,789771457.0,Start,GB,Country,2019.0,67.16,67160000.0,both
16684,Stuart Samuel,United Kingdom,789773090.0,Start,GB,Country,2019.0,67.16,67160000.0,both
16685,Percy Harris,United Kingdom,789781770.0,C,GB,Country,2019.0,67.16,67160000.0,both
16686,"Francis Mackenzie, 1st Baron Seaforth",United Kingdom,789942257.0,C,GB,Country,2019.0,67.16,67160000.0,both
16687,Stephen Knight (politician),United Kingdom,790052087.0,Stub,GB,Country,2019.0,67.16,67160000.0,both
16688,"Arthur Samuel, 1st Baron Mancroft",United Kingdom,790097984.0,Start,GB,Country,2019.0,67.16,67160000.0,both
16689,John Edmondson Whittaker,United Kingdom,790159643.0,Stub,GB,Country,2019.0,67.16,67160000.0,both
16690,James Hamilton Stanhope,United Kingdom,790240041.0,C,GB,Country,2019.0,67.16,67160000.0,both
16691,James Dunn (British politician),United Kingdom,790430220.0,Start,GB,Country,2019.0,67.16,67160000.0,both
16692,Neil Primrose (politician),United Kingdom,790477057.0,GA,GB,Country,2019.0,67.16,67160000.0,both
16693,Hans Stanley,United Kingdom,790484410.0,Start,GB,Country,2019.0,67.16,67160000.0,both
16694,The Blair Years,United Kingdom,790504109.0,Stub,GB,Country,2019.0,67.16,67160000.0,both
16695,Julian King (diplomat),United Kingdom,790551585.0,C,GB,Country,2019.0,67.16,67160000.0,both
16696,Nicholas O'Shaughnessy,United Kingdom,790601866.0,Start,GB,Country,2019.0,67.16,67160000.0,both
16697,Edward de Cobain,United Kingdom,790642780.0,Start,GB,Country,2019.0,67.16,67160000.0,both
16698,Philip Noel-Baker,United Kingdom,790687306.0,C,GB,Country,2019.0,67.16,67160000.0,both
16699,Philip Richardson,United Kingdom,790727094.0,Start,GB,Country,2019.0,67.16,67160000.0,both
16700,Arthur Cohen (politician),United Kingdom,790738457.0,Start,GB,Country,2019.0,67.16,67160000.0,both
16701,Attracta Rewcastle,United Kingdom,790746596.0,Start,GB,Country,2019.0,67.16,67160000.0,both
16702,"Richard Norton, 8th Baron Grantley",United Kingdom,790807604.0,C,GB,Country,2019.0,67.16,67160000.0,both
16703,"Beatrice Serota, Baroness Serota",United Kingdom,790877534.0,Start,GB,Country,2019.0,67.16,67160000.0,both
16704,"Benjamin Mancroft, 3rd Baron Mancroft",United Kingdom,791104255.0,C,GB,Country,2019.0,67.16,67160000.0,both
16705,R. Bowles,United Kingdom,791107486.0,Stub,GB,Country,2019.0,67.16,67160000.0,both
16706,Tom Mitchell (politician),United Kingdom,791121805.0,C,GB,Country,2019.0,67.16,67160000.0,both
16707,"Stormont Mancroft, 2nd Baron Mancroft",United Kingdom,791162874.0,Start,GB,Country,2019.0,67.16,67160000.0,both
16708,Bernard Floud,United Kingdom,791165658.0,C,GB,Country,2019.0,67.16,67160000.0,both
16709,"Michael Levy, Baron Levy",United Kingdom,791329247.0,C,GB,Country,2019.0,67.16,67160000.0,both
16710,James Cracknell,United Kingdom,791438023.0,C,GB,Country,2019.0,67.16,67160000.0,both
16711,Albert McElroy,United Kingdom,791658645.0,Start,GB,Country,2019.0,67.16,67160000.0,both
16712,Ethel Froud,United Kingdom,791760145.0,Start,GB,Country,2019.0,67.16,67160000.0,both
16713,"Immanuel Jakobovits, Baron Jakobovits",United Kingdom,791823636.0,C,GB,Country,2019.0,67.16,67160000.0,both
16714,Cosmo Haskard,United Kingdom,791974408.0,Start,GB,Country,2019.0,67.16,67160000.0,both
16715,Claude Wilton,United Kingdom,792125557.0,Start,GB,Country,2019.0,67.16,67160000.0,both
16716,Phillip Broughton,United Kingdom,792170640.0,Start,GB,Country,2019.0,67.16,67160000.0,both
16717,Bill Connor (trade unionist),United Kingdom,792204830.0,Stub,GB,Country,2019.0,67.16,67160000.0,both
16718,"Ian Fraser, Baron Fraser of Lonsdale",United Kingdom,792301985.0,C,GB,Country,2019.0,67.16,67160000.0,both
16719,Rod Kenyon,United Kingdom,792657220.0,Start,GB,Country,2019.0,67.16,67160000.0,both
16720,Joel Barnett,United Kingdom,792793205.0,Start,GB,Country,2019.0,67.16,67160000.0,both
16721,"Emma Pidding, Baroness Pidding",United Kingdom,792847392.0,Start,GB,Country,2019.0,67.16,67160000.0,both
16722,"Maurice Peston, Baron Peston",United Kingdom,792929972.0,Start,GB,Country,2019.0,67.16,67160000.0,both
16723,"David Alliance, Baron Alliance",United Kingdom,792951097.0,C,GB,Country,2019.0,67.16,67160000.0,both
16724,Anthony Battishill,United Kingdom,793006457.0,Stub,GB,Country,2019.0,67.16,67160000.0,both
16725,James Henderson (Irish politician),United Kingdom,793072072.0,Stub,GB,Country,2019.0,67.16,67160000.0,both
16726,Joshua Cardwell,United Kingdom,793073818.0,Start,GB,Country,2019.0,67.16,67160000.0,both
16727,Geoffrey Acland,United Kingdom,793147290.0,Stub,GB,Country,2019.0,67.16,67160000.0,both
16728,"Terence Higgins, Baron Higgins",United Kingdom,793202961.0,Start,GB,Country,2019.0,67.16,67160000.0,both
16729,Ralph Kilner Brown,United Kingdom,793214112.0,Start,GB,Country,2019.0,67.16,67160000.0,both
16730,Caroline Righton,United Kingdom,793218160.0,C,GB,Country,2019.0,67.16,67160000.0,both
16731,List of Deputy Leaders of the Liberal Democrats,United Kingdom,793294478.0,Start,GB,Country,2019.0,67.16,67160000.0,both
16732,Warwick Lightfoot,United Kingdom,793346845.0,Start,GB,Country,2019.0,67.16,67160000.0,both
16733,Tony Lecomber,United Kingdom,793392356.0,Start,GB,Country,2019.0,67.16,67160000.0,both
16734,William Medows,United Kingdom,793418547.0,C,GB,Country,2019.0,67.16,67160000.0,both
16735,William Clegg,United Kingdom,793442848.0,Start,GB,Country,2019.0,67.16,67160000.0,both
16736,Margaret Beavan,United Kingdom,793865496.0,Stub,GB,Country,2019.0,67.16,67160000.0,both
16737,Augustus Foster,United Kingdom,793891904.0,C,GB,Country,2019.0,67.16,67160000.0,both
16738,"James Stuart (British Army officer, born 1741)",United Kingdom,793936764.0,Start,GB,Country,2019.0,67.16,67160000.0,both
16739,"John Jacob Astor, 1st Baron Astor of Hever",United Kingdom,794060451.0,C,GB,Country,2019.0,67.16,67160000.0,both
16740,Margaret MacDonald (social reformer),United Kingdom,794198691.0,Start,GB,Country,2019.0,67.16,67160000.0,both
16741,"Frances Lloyd George, Countess Lloyd-George of Dwyfor",United Kingdom,794203991.0,Start,GB,Country,2019.0,67.16,67160000.0,both
16742,"Sir Danvers Osborn, 3rd Baronet",United Kingdom,794549328.0,Start,GB,Country,2019.0,67.16,67160000.0,both
16743,"Joseph Yorke, 10th Earl of Hardwicke",United Kingdom,794602402.0,Start,GB,Country,2019.0,67.16,67160000.0,both
16744,Dipak Nandy,United Kingdom,794607411.0,Start,GB,Country,2019.0,67.16,67160000.0,both
16745,William Phipps (Governor of Bombay),United Kingdom,794824629.0,Stub,GB,Country,2019.0,67.16,67160000.0,both
16746,John Abercromby (British Army officer),United Kingdom,794856192.0,Start,GB,Country,2019.0,67.16,67160000.0,both
16747,"Mary Bruce, Countess of Elgin",United Kingdom,794857516.0,C,GB,Country,2019.0,67.16,67160000.0,both
16748,Miles Nightingall,United Kingdom,795181588.0,Start,GB,Country,2019.0,67.16,67160000.0,both
16749,"John Townshend, 5th Marquess Townshend",United Kingdom,795196348.0,Start,GB,Country,2019.0,67.16,67160000.0,both
16750,Jill Morris,United Kingdom,795325853.0,Start,GB,Country,2019.0,67.16,67160000.0,both
16751,"Harold Lever, Baron Lever of Manchester",United Kingdom,795343014.0,C,GB,Country,2019.0,67.16,67160000.0,both
16752,Ronald Bunting,United Kingdom,795443044.0,Start,GB,Country,2019.0,67.16,67160000.0,both
16753,Minnie Lansbury,United Kingdom,795462271.0,Start,GB,Country,2019.0,67.16,67160000.0,both
16754,Jenny Mein,United Kingdom,795544948.0,Stub,GB,Country,2019.0,67.16,67160000.0,both
16755,C. Boye,United Kingdom,795570332.0,Stub,GB,Country,2019.0,67.16,67160000.0,both
16756,Miriam O'Reilly,United Kingdom,795879257.0,C,GB,Country,2019.0,67.16,67160000.0,both
16757,J. W. Graham Peace,United Kingdom,795990207.0,Stub,GB,Country,2019.0,67.16,67160000.0,both
16758,Mavis Tate,United Kingdom,796125288.0,Start,GB,Country,2019.0,67.16,67160000.0,both
16759,"John Grey (British Army officer, died 1856)",United Kingdom,796130428.0,Start,GB,Country,2019.0,67.16,67160000.0,both
16760,George Adams (magistrate),United Kingdom,796202177.0,Stub,GB,Country,2019.0,67.16,67160000.0,both
16761,"Robert Kerr, 2nd Earl of Lothian",United Kingdom,796239776.0,Stub,GB,Country,2019.0,67.16,67160000.0,both
16762,Miranda Grell,United Kingdom,796510423.0,C,GB,Country,2019.0,67.16,67160000.0,both
16763,David Nicholl (anarchist),United Kingdom,796570553.0,Stub,GB,Country,2019.0,67.16,67160000.0,both
16764,Clem Thomas,United Kingdom,796612645.0,Start,GB,Country,2019.0,67.16,67160000.0,both
16765,George William Anderson,United Kingdom,796640528.0,Start,GB,Country,2019.0,67.16,67160000.0,both
16766,Christine Hamilton,United Kingdom,797243617.0,C,GB,Country,2019.0,67.16,67160000.0,both
16767,"George Bridges, Baron Bridges of Headley",United Kingdom,797255404.0,Start,GB,Country,2019.0,67.16,67160000.0,both
16768,W. Wilkinson,United Kingdom,797275921.0,Stub,GB,Country,2019.0,67.16,67160000.0,both
16769,David Kerr (English politician),United Kingdom,797328523.0,Stub,GB,Country,2019.0,67.16,67160000.0,both
16770,Phil Piratin,United Kingdom,797557779.0,Start,GB,Country,2019.0,67.16,67160000.0,both
16771,Isaac Fletcher (MP),United Kingdom,797571634.0,C,GB,Country,2019.0,67.16,67160000.0,both
16772,Douglas Barrow,United Kingdom,797573429.0,Stub,GB,Country,2019.0,67.16,67160000.0,both
16773,"William Latimer, 4th Baron Latimer",United Kingdom,797630196.0,C,GB,Country,2019.0,67.16,67160000.0,both
16774,Robert Graham (Whig politician),United Kingdom,797657691.0,Start,GB,Country,2019.0,67.16,67160000.0,both
16775,Gail Rebuck,United Kingdom,797714705.0,Start,GB,Country,2019.0,67.16,67160000.0,both
16776,"George Thomson, Baron Thomson of Monifieth",United Kingdom,797743440.0,C,GB,Country,2019.0,67.16,67160000.0,both
16777,Tim Bowles (politician),United Kingdom,797745933.0,Stub,GB,Country,2019.0,67.16,67160000.0,both
16778,Elspeth Campbell,United Kingdom,797781385.0,Start,GB,Country,2019.0,67.16,67160000.0,both
16779,"Alfred Mond, 1st Baron Melchett",United Kingdom,797895791.0,C,GB,Country,2019.0,67.16,67160000.0,both
16780,"Arnold Goodman, Baron Goodman",United Kingdom,797931172.0,C,GB,Country,2019.0,67.16,67160000.0,both
16781,Beki Adam,United Kingdom,797954280.0,Start,GB,Country,2019.0,67.16,67160000.0,both
16782,Bill Boaks,United Kingdom,797960366.0,C,GB,Country,2019.0,67.16,67160000.0,both
16783,"Chris Holmes, Baron Holmes of Richmond",United Kingdom,798015270.0,C,GB,Country,2019.0,67.16,67160000.0,both
16784,"Colin Moynihan, 4th Baron Moynihan",United Kingdom,798028420.0,C,GB,Country,2019.0,67.16,67160000.0,both
16785,Prospective parliamentary candidate,United Kingdom,798055195.0,Stub,GB,Country,2019.0,67.16,67160000.0,both
16786,"David Freud, Baron Freud",United Kingdom,798066799.0,C,GB,Country,2019.0,67.16,67160000.0,both
16787,Michael Cashman,United Kingdom,798074594.0,C,GB,Country,2019.0,67.16,67160000.0,both
16788,"Emma Nicholson, Baroness Nicholson of Winterbourne",United Kingdom,798115504.0,C,GB,Country,2019.0,67.16,67160000.0,both
16789,Gillian Merron,United Kingdom,798169463.0,C,GB,Country,2019.0,67.16,67160000.0,both
16790,Harry Cohen,United Kingdom,798200974.0,Start,GB,Country,2019.0,67.16,67160000.0,both
16791,Ignaz Trebitsch-Lincoln,United Kingdom,798288085.0,C,GB,Country,2019.0,67.16,67160000.0,both
16792,Irvine Patnick,United Kingdom,798328772.0,C,GB,Country,2019.0,67.16,67160000.0,both
16793,James Herman De Ricci,United Kingdom,798355984.0,Stub,GB,Country,2019.0,67.16,67160000.0,both
16794,"James Tuchet, 7th Baron Audley",United Kingdom,798360912.0,Start,GB,Country,2019.0,67.16,67160000.0,both
16795,Jeff Dudgeon,United Kingdom,798381696.0,Start,GB,Country,2019.0,67.16,67160000.0,both
16796,Sydney Silverman,United Kingdom,798407249.0,Start,GB,Country,2019.0,67.16,67160000.0,both
16797,"John Browne, Baron Browne of Madingley",United Kingdom,798423998.0,C,GB,Country,2019.0,67.16,67160000.0,both
16798,John Heddle,United Kingdom,798432739.0,Stub,GB,Country,2019.0,67.16,67160000.0,both
16799,"Jonathan Hill, Baron Hill of Oareford",United Kingdom,798450122.0,C,GB,Country,2019.0,67.16,67160000.0,both
16800,Jonathan Tyler,United Kingdom,798451146.0,Start,GB,Country,2019.0,67.16,67160000.0,both
16801,Julian Huppert,United Kingdom,798468815.0,C,GB,Country,2019.0,67.16,67160000.0,both
16802,Jennette Arnold,United Kingdom,798476253.0,Start,GB,Country,2019.0,67.16,67160000.0,both
16803,Edwin Porter Arrowsmith,United Kingdom,798528026.0,Stub,GB,Country,2019.0,67.16,67160000.0,both
16804,Lee Scott (politician),United Kingdom,798612697.0,Start,GB,Country,2019.0,67.16,67160000.0,both
16805,Leon Brittan,United Kingdom,798620184.0,C,GB,Country,2019.0,67.16,67160000.0,both
16806,"Leonard Wolfson, Baron Wolfson",United Kingdom,798621652.0,Start,GB,Country,2019.0,67.16,67160000.0,both
16807,"Leslie Turnberg, Baron Turnberg",United Kingdom,798624342.0,C,GB,Country,2019.0,67.16,67160000.0,both
16808,"Horace Pitt-Rivers, 3rd Baron Rivers",United Kingdom,798701777.0,Start,GB,Country,2019.0,67.16,67160000.0,both
16809,"Gerald Isaacs, 2nd Marquess of Reading",United Kingdom,798754445.0,Start,GB,Country,2019.0,67.16,67160000.0,both
16810,Lorne Green,United Kingdom,798831998.0,Start,GB,Country,2019.0,67.16,67160000.0,both
16811,Daniel Finkelstein,United Kingdom,798846354.0,C,GB,Country,2019.0,67.16,67160000.0,both
16812,Evan Harris,United Kingdom,798892176.0,C,GB,Country,2019.0,67.16,67160000.0,both
16813,Danny Kushlick,United Kingdom,798918225.0,Start,GB,Country,2019.0,67.16,67160000.0,both
16814,Mary Sophia Allen,United Kingdom,798918646.0,C,GB,Country,2019.0,67.16,67160000.0,both
